Subject,Relationship,Object
NCT00219284,has_criteria,Baseline to Week 4
NCT00219284,has_criteria,Baseline to Week 8
NCT00736879,involves,Type 2 Diabetes
NCT00736879,evaluates,Dapagliflozin
NCT00736879,measures_primary,HbA1c at Week 24
NCT00736879,measures_secondary,Total Body Weight at Week 24
NCT00736879,measures_secondary,Fasting Plasma Glucose at Week 24
NCT00736879,has_criteria,rescue medication (metformin)
NCT04016779,involves,Attention-Deficit/Hyperactivity Disorder
NCT04016779,evaluates,SPN-812
NCT04016779,measures_primary,AISRS Total score
NCT04016779,measures_secondary,CGI-S score
NCT04016779,has_criteria,Baseline and Week 6
NCT00848484,involves,Cognitive Impairment
NCT00848484,involves,Schizophrenia
NCT00848484,evaluates,MK5757
NCT00848484,measures_primary,Mean Change From Baseline
NCT00848484,measures_secondary,CogState Composite Score
NCT00848484,measures_secondary,Executive Functioning Composite Score
NCT00848484,has_criteria,Baseline and Week 2
NCT00890084,involves,Hypertension
NCT00890084,evaluates,telmisartan
NCT00890084,measures_primary,Blood Pressure < 140/90 mm Hg
NCT00890084,measures_secondary,Absolute Blood Pressure Decrease
NCT00890084,measures_secondary,BP Response Rate
NCT00890084,measures_secondary,Treatment Patterns
NCT00890084,measures_secondary,Change in Concomitant Antihypertensive Drugs Given
NCT00890084,measures_secondary,Percentage of Patients in Whom the Prescriber Decide to Further Lower the Blood Pressure to < 130/80 mm Hg
NCT00890084,measures_secondary,Percentage of Prescribers Who Adhered to European Society of Hypertension/European Society of Cardiology (ESH/ESC) Guidelines 2007
NCT00890084,has_criteria,Hypertensive patients with BP 140/90mmHg
NCT04642079,involves,Healthy Children
NCT04642079,evaluates,20vPnC
NCT04642079,measures_primary,Percentage of Participants
NCT04642079,measures_secondary,Systemic Events
NCT04642079,has_criteria,Age 15 Months
NCT00761579,involves,schizophrenia
NCT00761579,evaluates,Paliperidone Extended Release
NCT00761579,measures_primary,PANSS Total Score
NCT00761579,measures_secondary,PANSS Positive Subscale Score
NCT00761579,measures_secondary,PANSS Negative Subscale Score
NCT00761579,has_criteria,transition to Paliperidone ER
NCT01828879,involves,atopic dermatitis
NCT01828879,evaluates,Tacrolimus Ointment
NCT01828879,measures_primary,Physician's Global Evaluation of Clinical Response (PhGECR)
NCT01828879,measures_secondary,Eczema Area and Severity Index (EASI)
NCT01828879,measures_secondary,Participant's Assessment of Treatment Effects
NCT01828879,measures_secondary,Participant's Assessment of Itch
NCT01828879,has_criteria,Hanifin and Rajka Criteria
NCT00696384,involves,Essential Hypertension
NCT00696384,evaluates,Azilsartan Medoxomil
NCT00696384,measures_primary,Diastolic Blood Pressure
NCT00696384,measures_secondary,Systolic Blood Pressure
NCT00696384,has_criteria,first dose of study drug
NCT06365879,involves,Chronic Spontaneous Urticaria
NCT06365879,evaluates,CMAB007
NCT06365879,evaluates,Xolair
NCT06365879,measures_primary,Change From Baseline ISS7
NCT06365879,measures_primary,Change From Baseline UAS7
NCT06365879,measures_primary,Change From Baseline NHS7
NCT06365879,measures_secondary,Time to ISS7 MID Response
NCT06365879,has_criteria,Baseline ISS7
NCT02679079,involves,Tourette Syndrome
NCT02679079,evaluates,NBI-98854
NCT02679079,measures_primary,YGTSS Total Tic Score
NCT02679079,measures_secondary,CGI-TS-Improvement Score
NCT02679079,measures_secondary,YGTSS Impairment Score
NCT02679079,measures_secondary,YGTSS Global Tic Severity Score
NCT02679079,measures_secondary,Rush Video-based Tic Rating Scale Total Score
NCT02679079,has_criteria,TTS responder at Week 6
NCT06173284,involves,Atopic Dermatitis
NCT06173284,evaluates,611(Recombinant Humanized Anti-interleukin-4 Receptor Alpha IgG4 Monoclonal Antibody)
NCT06173284,measures_primary,EASI 75 Response
NCT06173284,measures_secondary,IGA Score
NCT06173284,measures_secondary,EASI-50
NCT06173284,measures_secondary,EASI-90
NCT06173284,has_criteria,Chinese Adults
NCT00704184,involves,Chronic Hepatitis C
NCT00704184,evaluates,Vaniprevir
NCT00704184,measures_primary,HCV RNA undetectable
NCT00704184,measures_secondary,Adverse Event
NCT00704184,has_criteria,Genotype 1 infection
NCT02175784,involves,Type 2 Diabetes Mellitus
NCT02175784,evaluates,Ipragliflozin
NCT02175784,measures_primary,Change in HbA1C
NCT02175784,measures_secondary,Fasting plasma glucose
NCT02175784,has_criteria,HbA1C value 7.5-10.0%
NCT02175784,has_criteria,BMI 20.0-45.0 kg/m2
NCT06493279,involves,Amyotrophic Lateral Sclerosis
NCT06493279,evaluates,RJK002
NCT06493279,measures_primary,ALSFRSr Score
NCT06493279,measures_secondary,incidence of adverse events
NCT06493279,measures_secondary,serious adverse events
NCT06493279,measures_secondary,Dose limiting toxicities
NCT06493279,has_criteria,≥ 18 years of age
NCT06493279,has_criteria,diagnosis consistent with ALS
NCT06493279,has_criteria,duration of disease < 2 years
NCT06493279,has_criteria,ALSFRS-R score ≥30
NCT06493279,has_criteria,respiratory scores ≥3
NCT06493279,has_criteria,FVC ≥70%
NCT06493279,has_criteria,BMI > 18 kg/m2
NCT05372679,involves,Hypertension
NCT05372679,evaluates,Renal Denervation
NCT05372679,measures_primary,Systolic BP reduction
NCT05372679,measures_secondary,Diastolic BP reduction
NCT05372679,has_criteria,Baseline BP measurement
NCT00918879,involves,Type 2 diabetes
NCT00918879,evaluates,saxagliptin
NCT00918879,measures_primary,HbA1c change
NCT00918879,measures_secondary,FPG change
NCT00918879,measures_secondary,Therapeutic Glycemic Response
NCT00918879,has_criteria,Drug naïve
NCT00918879,has_criteria,HbA1c ≥ 7.2%
NCT00918879,has_criteria,HbA1c ≤10.0%
NCT00918879,has_criteria,Insulin therapy within one year
NCT00918879,has_criteria,Type 1 diabetes
NCT05929079,involves,Type 2 Diabetes Mellitus
NCT05929079,evaluates,Retatrutide
NCT05929079,measures_primary,Percent Change from Baseline in Body Weight
NCT05929079,measures_secondary,Change from Baseline in Apnea-Hypopnea Index (AHI)
NCT05929079,has_criteria,body mass index (BMI)
NCT02460679,involves,Amyotrophic Lateral Sclerosis
NCT02460679,evaluates,EPI-589
NCT02460679,measures_primary,ALSFRS-R Total Score
NCT02460679,measures_secondary,Vital Capacity
NCT02460679,measures_secondary,MIP
NCT02460679,has_criteria,Baseline
NCT02002884,involves,Cerebral Palsy
NCT02002884,evaluates,Botulinum Toxin Type A
NCT02002884,measures_primary,Change From Baseline in Ashworth Scale
NCT02002884,measures_primary,Investigator's Global Impression of Change Scale
NCT02002884,measures_primary,Change From Baseline in AS Score
NCT02002884,has_criteria,spasticity of the arm(s) or of arm(s) and leg(s)
NCT06200207,involves,Heart Failure
NCT06200207,involves,Inflammation
NCT06200207,evaluates,Ziltivekimab
NCT06200207,evaluates,Placebo
NCT06200207,measures_primary,KCCQ CSS
NCT06200207,measures_secondary,6-minute walk distance
NCT06200207,measures_secondary,KCCQ-CSS change
NCT06200207,has_criteria,clinically meaningful change
NCT01466088,involves,Alzheimer's Disease
NCT01466088,evaluates,AZD3480
NCT01466088,measures_primary,ADAS-Cog
NCT01466088,measures_primary,CIBIC-(+)
NCT01466088,measures_secondary,ADCS-ADL
NCT01466088,measures_secondary,NPI
NCT01466088,measures_secondary,MMSE
NCT01466088,measures_secondary,ADRQL
NCT06004388,involves,Episodic Migraine
NCT06004388,evaluates,Digital Therapeutics
NCT06004388,measures_primary,Change in MMDs
NCT06004388,measures_secondary,Proportion of Patients with Decrease in MMDs
NCT06004388,has_criteria,Willing and able to provide written informed consent
NCT02032407,involves,Acne Vulgaris
NCT02032407,evaluates,Dapsone Gel
NCT02032407,measures_primary,Change From Baseline in GAAS
NCT02032407,measures_secondary,Percent Change From Baseline in Total Lesion Counts
NCT02032407,measures_secondary,Percent Change From Baseline in Inflammatory Lesion Counts
NCT02032407,has_criteria,Females With Skin of Color
NCT01593787,involves,Hypertensive patients
NCT01593787,evaluates,LCZ696
NCT01593787,measures_primary,Change in msSBP
NCT01593787,measures_secondary,Change in msDBP
NCT01593787,has_criteria,Renal dysfunction
NCT00651287,involves,Hypertension
NCT00651287,evaluates,Quinapril
NCT00651287,evaluates,Hydrochlorothiazide
NCT00651287,measures_primary,Response rate
NCT00651287,measures_secondary,Diastolic BP
NCT00651287,measures_secondary,Systolic BP
NCT00651287,measures_secondary,Heart rate
NCT00651287,has_criteria,Mild to moderate hypertension
NCT00651287,has_criteria,Diastolic blood pressure
NCT00651287,has_criteria,Systolic blood pressure
NCT00651287,has_criteria,Secondary hypertension
NCT00651287,has_criteria,Cardiac disease
NCT00651287,has_criteria,Antihypertensive treatment
NCT06353087,involves,Atopic Dermatitis
NCT06353087,evaluates,Abrocitinib
NCT06353087,measures_primary,EASI-75 Response
NCT06353087,measures_secondary,EASI-90 Response
NCT06353087,has_criteria,Percentage of Participants
NCT05582187,evaluates,Fosmanogepix
NCT05582187,measures_primary,Number of Participants
NCT05582187,measures_secondary,Clinically significant change
NCT05582187,has_criteria,BMI 17.5 to 40.0 kg/m2
NCT05582187,has_criteria,Total body weight > 50 kg
NCT05582187,has_criteria,Child Pugh Class A
NCT05582187,has_criteria,Stable hepatic impairment
NCT00071487,involves,Systemic Lupus Erythematosus
NCT00071487,evaluates,LymphoStat-B
NCT00071487,measures_primary,SELENA SLEDAI Score
NCT00071487,measures_secondary,SLE Flare Index
NCT00071487,measures_secondary,AUC of SELENA SLEDAI Score
NCT00071487,measures_secondary,BILAG Score
NCT00071487,has_criteria,Baseline
NCT00379756,involves,Erectile Dysfunction
NCT00379756,involves,Dyslipidemia
NCT00379756,evaluates,Vardenafil
NCT00379756,evaluates,Placebo
NCT00379756,measures_primary,success rate of insertion
NCT00379756,measures_secondary,success rate of maintenance
NCT00379756,has_criteria,valid attempts
NCT01683409,involves,Diabetic Kidney Disease
NCT01683409,evaluates,Baricitinib
NCT01683409,measures_primary,Change From Baseline in UACR
NCT01683409,measures_secondary,Change From Baseline in MCP-1/Creatinine Ratio
NCT01683409,measures_secondary,Change From Baseline in Creatinine Clearance
NCT01683409,measures_secondary,Change From Baseline in EQ-5D-5L
NCT01683409,has_criteria,baseline eGFR group
NCT06392009,involves,TSC
NCT06392009,involves,FCD Type II
NCT06392009,evaluates,Radiprodil
NCT06392009,measures_primary,Seizure frequency
NCT06392009,measures_secondary,Behavioral symptoms
NCT06392009,measures_secondary,Adverse events
NCT06392009,has_criteria,Abnormal laboratory tests
NCT06392009,has_criteria,Physical examination
NCT01153009,involves,Major Depressive Disorder
NCT01153009,evaluates,Vortioxetine
NCT01153009,measures_primary,Change From Baseline in MADRS Total Score
NCT01153009,measures_secondary,Percentage of Participants With a MADRS Response
NCT01153009,measures_secondary,Mean Clinical Global Impression Scale - Improvement (CGI-I) Score
NCT01153009,has_criteria,Baseline and Week 8
NCT01171807,involves,Ulcerative Colitis
NCT01171807,evaluates,Dexamethasone 21-Phosphate
NCT01171807,measures_primary,Disease remission
NCT01171807,measures_secondary,Cortisol Blood Level
NCT01171807,has_criteria,Steroid-dependent IBD
NCT00469456,involves,Alzheimer's Disease
NCT00469456,evaluates,Memantine
NCT00469456,measures_primary,Change From Baseline
NCT00469456,measures_secondary,ASHA FACS Total Score
NCT00469456,has_criteria,50 years or older
NCT00469456,has_criteria,native English speakers
NCT00469456,has_criteria,NINCDS-ADRDA criteria
NCT00469456,has_criteria,MMSE score 10 to 19
NCT01961609,involves,Psoriasis
NCT01961609,evaluates,Secukinumab
NCT01961609,measures_primary,PASI 75 at 16 weeks
NCT01961609,measures_secondary,PASI 75 at 16 weeks
NCT01961609,has_criteria,Inadequate Response
NCT01520909,involves,Childhood Chronic Immune Thrombocytopenia
NCT01520909,evaluates,eltrombopag
NCT01520909,measures_primary,Platelet count >=50 Gi/L
NCT01520909,measures_secondary,Weighted mean platelet count
NCT01520909,has_criteria,Platelet count >=50 Gi/L
NCT03247556,involves,Attention-Deficit/Hyperactivity Disorder
NCT03247556,evaluates,SPN-812
NCT03247556,measures_primary,ADHD-RS-5 Total score
NCT03247556,measures_secondary,CGI-I Scale
NCT03247556,measures_secondary,Conners 3 - Parent Short Form
NCT03247556,has_criteria,adolescents 6-18 years
NCT00041756,involves,Knee Osteoarthritis
NCT00041756,evaluates,PG-530742
NCT00041756,measures_primary,Minimum Joint Space Width
NCT00041756,measures_secondary,WOMAC Total Score
NCT00041756,has_criteria,radiographic technique
NCT02013609,involves,Major Depressive Disorder
NCT02013609,evaluates,Brexpiprazole
NCT02013609,measures_primary,MADRS Total Score
NCT02013609,measures_secondary,CGI-S Total Score
NCT02013609,measures_secondary,CGI-I Score
NCT02013609,has_criteria,18 to 35 Years Old
NCT00981409,involves,Pulmonary Thromboembolism
NCT00981409,involves,Venous Thromboembolism
NCT00981409,involves,Deep Vein Thromboembolism
NCT00981409,evaluates,GSK576428
NCT00981409,evaluates,Fondaparinux Sodium
NCT00981409,measures_primary,Recurrent VTE
NCT00981409,measures_secondary,Perfusion Lung Scan
NCT00981409,measures_secondary,Bleeding Event
NCT00981409,has_criteria,clinically overt bleeding
NCT00313209,involves,Chronic Obstructive Pulmonary Disease
NCT00313209,evaluates,Roflumilast
NCT00313209,measures_primary,FEV1 change
NCT00313209,measures_secondary,COPD Exacerbation Rate
NCT00313209,measures_secondary,Transition Dyspnea Index
NCT00313209,measures_secondary,Shortness of Breath Questionnaire
NCT00313209,has_criteria,24 weeks treatment period
NCT05956509,involves,Upper Limb Spasticity
NCT05956509,evaluates,ABBV-950
NCT05956509,measures_primary,Change in MAS-B
NCT05956509,measures_secondary,CGI-C Score
NCT05956509,measures_secondary,CGI-S Score
NCT05956509,measures_secondary,Percentage of Participants Achieving Wrist MAS-B Responder Status
NCT05956509,has_criteria,Adult Participants
NCT01109056,involves,Primary Pterygium
NCT01109056,evaluates,Cyclosporine Ophthalmic Emulsion
NCT01109056,measures_primary,Pterygium Hyperemia
NCT01109056,measures_secondary,Ocular Surface Disease Index©
NCT01109056,has_criteria,Baseline
NCT00641056,involves,Type 2 Diabetes
NCT00641056,evaluates,Exenatide Once Weekly
NCT00641056,evaluates,Insulin Glargine
NCT00641056,measures_primary,Change in HbA1c
NCT00641056,measures_secondary,Percentage of Patients Achieving HbA1c <=7.0% at Week 26
NCT00641056,measures_secondary,Percentage of Patients Achieving HbA1c <=6.5% at Week 26
NCT00641056,measures_secondary,Change in Fasting Serum Glucose
NCT00641056,measures_secondary,Change in Body Weight
NCT00641056,measures_secondary,Change in Total Cholesterol
NCT00641056,measures_secondary,Change in High-density Lipoprotein Cholesterol
NCT00641056,measures_secondary,Ratio of Triglycerides at Week 26 to Baseline
NCT00641056,measures_secondary,Change in Blood Pressure
NCT00641056,measures_secondary,Event Rate of Treatment-emergent Hypoglycemic Episodes
NCT00641056,has_criteria,Metformin Alone or in Combination With Sulfonylurea
NCT00752609,involves,Chronic Renal Failure
NCT00752609,involves,Anemia
NCT00752609,evaluates,Peginesatide Injection
NCT00752609,measures_primary,Mean change in Hemoglobin
NCT00752609,measures_secondary,Percentage of Participants
NCT00752609,measures_secondary,Red Blood Cell Transfusions
NCT00752609,has_criteria,Previously Treated With Darbepoetin Alfa
NCT01340209,involves,Asthma
NCT01340209,evaluates,Tiotropium
NCT01340209,measures_primary,drug-related adverse events
NCT01340209,measures_secondary,FEV1 Response
NCT01340209,measures_secondary,FVC Response
NCT01340209,measures_secondary,PEF Response
NCT01340209,measures_secondary,PEFam Response
NCT01340209,measures_secondary,PEFpm Response
NCT01340209,measures_secondary,PEF Variability Response
NCT01340209,measures_secondary,Rescue Medication
NCT01340209,measures_secondary,Asthma Symptoms
NCT01340209,has_criteria,moderate to severe persistent asthma
NCT05224609,involves,Liver Dysfunction
NCT05224609,evaluates,Lorlatinib
NCT05224609,measures_primary,AUC (inf) lorlatinib
NCT05224609,measures_primary,AUC (last) lorlatinib
NCT05224609,measures_primary,Cmax lorlatinib
NCT05224609,measures_secondary,treatment emergent adverse event
NCT05224609,measures_secondary,treatment related adverse event
NCT05224609,measures_secondary,serious adverse event
NCT05224609,measures_secondary,Clinically Significant Change
NCT05224609,has_criteria,Baseline up to Day 35
NCT01276509,involves,Crohn's Disease
NCT01276509,evaluates,PF-00547659
NCT01276509,measures_primary,CDAI-70 Response Rate
NCT01276509,measures_secondary,CDAI Remission
NCT01276509,measures_secondary,CDAI-100 Response Rate
NCT01276509,has_criteria,CDAI score of 150 or less
NCT01276509,has_criteria,CDAI score of 200 or greater
NCT00687609,involves,Attention Deficit Hyperactivity Disorder
NCT00687609,evaluates,Atomoxetine
NCT00687609,measures_primary,ADHD Symptoms
NCT00687609,measures_secondary,Global Impression
NCT00687609,has_criteria,Cannabis abuse
NCT00969709,involves,Major Depressive Disorder
NCT00969709,evaluates,Levomilnacipran ER
NCT00969709,measures_primary,Change in MADRS
NCT00969709,measures_secondary,Change in SDS
NCT00969709,has_criteria,18-65 years old
NCT00969709,has_criteria,DSM-IV-TR criteria
NCT00969709,has_criteria,8 weeks duration
NCT00969709,has_criteria,not pregnant
NCT00969709,has_criteria,not breastfeeding
NCT00969709,has_criteria,reliable birth control
NCT00969709,has_criteria,no manic episode
NCT00969709,has_criteria,no psychotic disorder
NCT00969709,has_criteria,no obsessive-compulsive disorder
NCT00969709,has_criteria,no suicide risk
NCT00524056,involves,Essential Tremor
NCT00524056,evaluates,Carisbamate
NCT00524056,measures_primary,TRS score
NCT00524056,measures_secondary,POMS
NCT00524056,measures_secondary,CES-D
NCT00524056,measures_secondary,QUEST
NCT00524056,has_criteria,baseline
NCT04041609,involves,Chronic Sinusitis
NCT04041609,evaluates,LYR-210 Depot
NCT04041609,measures_primary,CFBL in CS Symptom Scores
NCT04041609,measures_secondary,SNOT-22 Total Score
NCT04041609,has_criteria,Adult Subjects
NCT00388609,involves,Obesity
NCT00388609,evaluates,BMS-646256
NCT00388609,measures_primary,Percent change in body weight
NCT00388609,measures_secondary,BMI
NCT00388609,measures_secondary,waist circumference
NCT00388609,measures_secondary,hormonal measures
NCT00388609,measures_secondary,blood pressure
NCT00388609,measures_secondary,blood lipids
NCT00388609,measures_secondary,incidence of adverse events
NCT00388609,measures_secondary,QTc
NCT00388609,has_criteria,BMI ≥30 to ≤45 kg/m²
NCT00388609,has_criteria,BMI >27 to <30 kg/m²
NCT00388609,has_criteria,hypertension
NCT00388609,has_criteria,dyslipidemia
NCT00388609,has_criteria,hypertension defined as
NCT00388609,has_criteria,mean systolic blood pressure ≥140 and ≤160 mmHg
NCT00388609,has_criteria,diastolic blood pressure ≥ 90 and ≤ 105 mmHg
NCT00388609,has_criteria,stable dose treatment with a statin
NCT00388609,has_criteria,triglycerides ≥ 150 and ≤ 600 mg/dL
NCT00388609,has_criteria,LDL ≥ 130 and ≤ 300 mg/dL
NCT00388609,has_criteria,HDL < 40 mg/dL
NCT00388609,has_criteria,Type 1 or 2 diabetes mellitus
NCT00388609,has_criteria,history of MI
NCT00388609,has_criteria,history of heart failure
NCT00388609,has_criteria,history of symptomatic arrhythmia
NCT00388609,has_criteria,active hepatic disease
NCT00388609,has_criteria,any documented muscle disease
NCT00388609,has_criteria,history of neurological symptoms
NCT00388609,has_criteria,history of major psychiatric conditions
NCT00388609,has_criteria,history of depression
NCT00776009,involves,Attention-Deficit/Hyperactivity Disorder
NCT00776009,evaluates,Dex-Methylphenidate
NCT00776009,measures_primary,Change From Pre-dose
NCT00776009,measures_secondary,Change From Pre-dose
NCT00776009,measures_secondary,Change From Pre-dose
NCT00776009,has_criteria,Children (6-12 Years)
NCT00317356,involves,Ulcerative Colitis
NCT00317356,evaluates,OPC-6535
NCT00317356,measures_primary,Clinical Improvement Rate
NCT00317356,measures_secondary,Remission Rate
NCT00317356,measures_secondary,Mean Change DAI Score
NCT00317356,measures_secondary,Mean Change DAI Subscores
NCT00317356,measures_secondary,Mean Change CAI Score
NCT00317356,has_criteria,Baseline
NCT00293709,involves,Psoriatic Arthritis
NCT00293709,evaluates,Etanercept
NCT00293709,measures_primary,Percent BSA Affected
NCT00293709,measures_secondary,PASI
NCT00293709,measures_secondary,DAS 28
NCT00293709,has_criteria,Dermatologists treated
NCT02298556,involves,Hypertensive Patients
NCT02298556,involves,Type 2 Diabetes
NCT02298556,evaluates,Angiotensin Converting Enzyme Inhibitor and Calcium Channel Blocker Combination
NCT02298556,measures_primary,Absolute change in SBP
NCT02298556,measures_secondary,Absolute change in DBP
NCT02298556,measures_secondary,Ratio of patients achieving blood pressure ≤ 140 and/or 90 mmHg
NCT02298556,measures_secondary,Ratio of responder patients
NCT02298556,measures_secondary,Absolute change of heart rate
NCT02298556,measures_secondary,Correlation between absolute change in blood pressure and absolute change in heart rate
NCT02298556,measures_secondary,The absolute change in PR interval
NCT02298556,measures_secondary,The absolute change in HbA1c
NCT02298556,measures_secondary,The absolute change in microalbuminuria
NCT02298556,measures_secondary,Ratio of patients experiencing an adverse event
NCT02298556,measures_secondary,Correlation between physician's office and home blood pressure measurements
NCT02298556,measures_secondary,Blood pressure variability
NCT02298556,has_criteria,Elevated Heart Rate
NCT01011556,involves,Osteoporosis
NCT01011556,evaluates,Teriparatide
NCT01011556,measures_primary,Percent Change BMD
NCT01011556,measures_secondary,Procollagen Type 1 N-Terminal Propeptide
NCT01011556,measures_secondary,C-terminal telopeptide
NCT01011556,measures_secondary,Serum Procollagen Type 1 C-Propeptide
NCT01011556,has_criteria,Baseline
NCT01567956,involves,Ulcerative Colitis
NCT01567956,evaluates,Propionyl-L-Carnitine Hydrochloride
NCT01567956,measures_primary,Proportion of remission
NCT01567956,measures_secondary,Rectal bleeding
NCT01567956,measures_secondary,stool frequency
NCT01567956,measures_secondary,Histological response
NCT01567956,measures_secondary,C-reactive protein
NCT01567956,measures_secondary,Fibrinogen
NCT01567956,measures_secondary,Quality of life
NCT01567956,has_criteria,active ulcerative colitis
NCT03944109,involves,Hyperlipidemia
NCT03944109,evaluates,SHR-1209
NCT03944109,measures_primary,Percent change LDL-C
NCT03944109,measures_secondary,Number of adverse events
NCT03944109,measures_secondary,Absolute change LDL-C
NCT03944109,measures_secondary,Percent change LDL-C
NCT03944109,measures_secondary,Absolute change LDL-C
NCT03944109,measures_secondary,Percent change PCSK9
NCT03944109,measures_secondary,Absolute change PCSK9
NCT03439488,involves,Chronic Hepatitis B
NCT03439488,evaluates,JNJ-440
NCT03439488,measures_primary,Number of Adverse Events
NCT03439488,measures_secondary,Clinically Significant Changes
NCT03439488,measures_secondary,Vital Signs
NCT03439488,measures_secondary,ECG Abnormalities
NCT03439488,measures_secondary,Holter Monitoring Abnormalities
NCT03439488,measures_secondary,Clinical Laboratory Abnormalities
NCT03439488,has_criteria,Healthy Participants
NCT01929109,evaluates,LY2409021
NCT01929109,measures_primary,Maximum Concentration
NCT01929109,measures_secondary,Area Under the Concentration Curve
NCT01929109,has_criteria,Male participants
NCT01929109,has_criteria,Female participants
NCT01929109,has_criteria,body mass index
NCT01929109,has_criteria,renal function
NCT01929109,has_criteria,estimated creatinine clearance
NCT04724109,involves,Parkinson's Disease
NCT04724109,evaluates,Equfina
NCT04724109,measures_primary,Incidence Rate of ADRs
NCT04724109,measures_secondary,Change From Baseline in Symptoms of Parkinson's Disease
NCT04724109,has_criteria,duration of the disease
NCT04724109,has_criteria,severity of Parkinson's disease
NCT04724109,has_criteria,severity of hepatic impairment
NCT04724109,has_criteria,presence/absence of surgical treatment for Parkinson's disease
NCT04724109,has_criteria,presence/absence of comorbid retinal pathology
NCT04724109,has_criteria,history of drug allergy
NCT04724109,has_criteria,presence/absence of pregnancy/breast-feeding
NCT04724109,has_criteria,history of smoking
NCT01349907,involves,Pediatric Bipolar Disorder
NCT01349907,evaluates,Asenapine
NCT01349907,measures_primary,Y-MRS Total Score
NCT01349907,measures_secondary,Y-MRS Total Score Remitters
NCT01349907,measures_secondary,Y-MRS Total Score Responders
NCT01349907,has_criteria,Baseline Day 182 Day 350
NCT00848107,involves,Digital Ulcers
NCT00848107,evaluates,Oral Treprostinil
NCT00848107,measures_primary,Net ulcer burden
NCT00848107,measures_secondary,Total ulcer number
NCT00848107,measures_secondary,Formation of New Ulcers
NCT00848107,has_criteria,Baseline and Months 1
NCT01904409,involves,Liver Cirrhosis
NCT01904409,evaluates,Rifaximin Soluble Solid Dispersion (SSD) Tablets
NCT01904409,measures_primary,Time to all-cause mortality or hospitalization
NCT01904409,measures_secondary,Overall hospitalization rate
NCT01904409,measures_secondary,Pharmacokinetics of rifaximin
NCT01904409,measures_secondary,Incidence of treatment-emergent adverse events
NCT01904409,measures_secondary,Change in clinical laboratory parameters
NCT01904409,measures_secondary,Changes in electrocardiogram measurements
NCT01904409,measures_secondary,Changes in indices of health outcomes
NCT01904409,has_criteria,Diagnosis of liver cirrhosis and documented ascites
NCT02603809,involves,Essential Hypertension
NCT02603809,evaluates,ACT-132577
NCT02603809,measures_primary,Sitting Diastolic Blood Pressure
NCT02603809,measures_primary,Sitting Systolic Blood Pressure
NCT04599907,involves,Primary Axillary Hyperhidrosis
NCT04599907,evaluates,N-SWEAT Patch
NCT04599907,measures_primary,HDSS score at 4 weeks
NCT04599907,measures_secondary,Quality of Life
NCT04599907,has_criteria,HDSS 3 or 4 at baseline
NCT04481607,evaluates,TQB3454 Tablets
NCT04481607,measures_primary,Objective response rate
NCT04481607,measures_secondary,Progression-free survival
NCT04481607,has_criteria,up to 6 patients
NCT03305809,involves,Lewy Body Dementia
NCT03305809,involves,Idiopathic Parkinson's Disease
NCT03305809,involves,Dementia With Lewy Bodies
NCT03305809,evaluates,LY3154207
NCT03305809,measures_primary,Continuity of Attention
NCT03305809,measures_secondary,ADCS-CGIC Score
NCT03305809,has_criteria,Baseline
NCT05166109,involves,Becker Muscular Dystrophy
NCT05166109,evaluates,Vamorolone
NCT05166109,measures_primary,Sitting Blood Pressure
NCT05166109,measures_secondary,Heart Rate
NCT05166109,measures_secondary,Respiratory Rate
NCT05166109,measures_secondary,Body Temperature
NCT05166109,measures_secondary,Body Weight
NCT05166109,measures_secondary,Height
NCT05166109,has_criteria,24 weeks
NCT00798707,involves,Major Depressive Disorder
NCT00798707,evaluates,Desvenlafaxine Succinate Sustained Release
NCT00798707,measures_primary,Change From Baseline
NCT00798707,measures_secondary,CGI-Improvement
NCT00798707,measures_secondary,CGI-S
NCT00798707,measures_secondary,MADRS Total Score
NCT00798707,measures_secondary,HAM-D6 Total Score
NCT00798707,has_criteria,Baseline and Week 8
NCT06388707,involves,Drug-resistant Epilepsy
NCT06388707,evaluates,Low-intensity Focused Ultrasound Neuromodulation
NCT06388707,measures_primary,Change from baseline in seizure frequency
NCT06388707,measures_secondary,Change from baseline in electroencephalography epileptiform discharges
NCT06388707,measures_secondary,Days of seizure-free
NCT06388707,measures_secondary,Changes from baseline in Beck Anxiety Inventory
NCT06388707,measures_secondary,Changes from baseline in Beck Depression Inventory
NCT06388707,measures_secondary,Changes from baseline in Personal Impact of Epilepsy Scale
NCT06388707,has_criteria,up to 23 weeks
NCT02760407,involves,Rheumatoid Arthritis
NCT02760407,evaluates,Olokizumab
NCT02760407,evaluates,Placebo
NCT02760407,evaluates,Adalimumab
NCT02760407,measures_primary,ACR20 Response
NCT02760407,measures_secondary,Patient Global Assessment
NCT02760407,measures_secondary,Patient Assessment of Pain
NCT02760407,measures_secondary,HAQ-DI
NCT02760407,measures_secondary,Physician Global Assessment
NCT02760407,measures_secondary,CRP
NCT02760407,has_criteria,Methotrexate
NCT03430856,involves,Type 2 Diabetes Mellitus
NCT03430856,evaluates,Insulin Tregopil
NCT03430856,evaluates,Insulin Aspart
NCT03430856,measures_primary,Change From Baseline in HbA1c
NCT03430856,measures_secondary,Change From Baseline in HbA1c
NCT03430856,measures_secondary,Participants Achieving HbA1c < 7%
NCT03430856,measures_secondary,Percentage of Participants With Hypoglycemia Events
NCT03430856,measures_secondary,Weight (Kgs)
NCT03430856,measures_secondary,Lipid Profile
